Content,Ready,Level,Type,AP,ID (Hex),Region/Connections,Prerequisites,Gear Req,Dep. Lvl.,Dependents
Twain Mansion,TRUE,49,Region,Item,00 01 00 4a,Twain Lake,,,49,"Complete: The House of Twain, Complete: A Grave Mistake, Visit: Twain Mansion"
Meteor Crater,TRUE,49,Region,Item,00 01 00 54,"Sunspark Orc Camp, Sablestone Orc Camp, Iron Road",,,49,"Complete: An Iron Heart Part I, Complete: Master Piece, Visit: Meteor Crater"
Iron Road,TRUE,49,Region,Item,00 01 00 55,"Meteor Crater, Goblin Plains West, Forgotten Path, Lizardman Camp",,,49,"Complete: An Iron Heart Part I, Visit: Iron Road"
Harnort Compound,TRUE,49,Region,Item,00 01 00 eb,"Karoc Quarry, Bucie Waterfall",,,49,"Complete: Rise of the Quartron, Complete: From the Mountains, Visit: Harnort Compound"
Sunspark Orc Camp,TRUE,49,Region,Item,00 01 00 ee,"Stonecave Orc Camp, Mudspring Orc Camp, Orc Lake, Meteor Crater, Swamp Mountain Arch",,,49,"Explore: Lily Pad Parkour, Complete: An Iron Heart Part I, Complete: Master Piece, Visit: Sunspark Orc Camp"
Entrance to Olux,TRUE,50,Region,Item,00 01 00 51,"Bloody Trail, Lizardman Lake, Lizardman Camp, Shady Shack, Olux",,,50,"Complete: The Shadow of the Beast, Visit: Entrance to Olux"
Forgotten Path,TRUE,50,Region,Item,00 01 00 58,"Bloody Trail, Iron Road, Goblin Plains East",,,50,Visit: Forgotten Path
Great Bridge,TRUE,50,Region,Item,00 01 00 b8,"Icy Vigil, Jungle Entrance",,,50,Visit: Great Bridge
Jungle Entrance,TRUE,50,Region,Item,00 01 00 b9,"Great Bridge, Monte's Village, Herb Cave",,,50,"Complete: Slay Slimes, Visit: Jungle Entrance"
Stonecave Orc Camp,TRUE,50,Region,Item,00 01 00 d7,"Trunkstump Goblin Camp, Brigand Outpost, Mudspring Orc Camp, Orc Lake, Sunspark Orc Camp",,,42,"Complete: Star Thief, Visit: Stonecave Orc Camp"
Collapsed Emerald Mine,TRUE,50,Region,Item,00 01 00 d8,"Brigand Outpost, Mudspring Orc Camp, Ogre Den",,,50,"Explore: Fire Swamp, Visit: Collapsed Emerald Mine"
Mudspring Orc Camp,TRUE,50,Region,Item,00 01 00 d9,"Stonecave Orc Camp, Collapsed Emerald Mine, Floral Peaks, Sunspark Orc Camp",,,50,"Explore: Lily Pad Parkour, Explore: Fire Swamp, Visit: Mudspring Orc Camp"
Floral Peaks,TRUE,50,Region,Item,00 01 00 da,"Mudspring Orc Camp, Ogre Den, Maiden Tower, Swamp Mountain Arch",,,50,"Explore: Lily Pad Parkour, Explore: Sewer Herps, Explore: Fire Swamp, Explore: Naga Dugout, Complete: Death Whistle, Visit: Floral Peaks"
Ogre Den,TRUE,50,Region,Item,00 01 00 db,"Collapsed Emerald Mine, Floral Peaks, Witching Road",,,50,"Explore: Fire Swamp, Complete: The Maiden Tower, Visit: Ogre Den"
Witching Road,TRUE,50,Region,Item,00 01 00 dc,"Ogre Den, Maiden Tower, Infested Sinkhole",,,50,"Explore: Swamp Hill, Complete: Death Whistle, Complete: The Worm Holes, Visit: Witching Road"
Maiden Tower,TRUE,50,Region,Item,00 01 00 dd,"Floral Peaks, Witching Road, Forgotten Burrows, Shady Shack",,,50,"Explore: Swamp Hill, Explore: Sewer Herps, Complete: The Maiden Tower, Complete: Death Whistle, Visit: Maiden Tower"
Bloody Trail,TRUE,50,Region,Item,00 01 00 e0,"Lizardman Lake, Lizardman Camp, Entrance to Olux, Forgotten Path, Overtaken Outpost, Mangled Lake",,,50,"Explore: Toads in a Hole, Explore: Sink Hole, Complete: Master Piece, Complete: The Shadow of the Beast, Complete: Reclaiming the House, Visit: Bloody Trail"
Lizardman Camp,TRUE,50,Region,Item,00 01 00 e3,"Bloody Trail, Entrance to Olux, Swamp Mountain Arch, Iron Road",,,50,"Explore: Toads in a Hole, Complete: Master Piece, Visit: Lizardman Camp"
Swamp Mountain Arch,TRUE,50,Region,Item,00 01 00 e4,"Floral Peaks, Lizardman Camp, Shady Shack, Sunspark Orc Camp",,,50,"Explore: Lily Pad Parkour, Complete: Master Piece, Visit: Swamp Mountain Arch"
Shady Shack,TRUE,50,Region,Item,00 01 00 e5,"Maiden Tower, Forgotten Burrows, Entrance to Olux, Swamp Mountain Arch",,,50,"Complete: Slay Lizardmen, Visit: Shady Shack"
Olux,TRUE,50,Region,Default,,"Lizardman Lake, Olux Lumberyard, Entrance to Olux, Path to the Grootslangs",,,50,"Explore: Maddening Mud, Complete: The Maiden Tower, Complete: Crop Failure, Complete: The Shadow of the Beast, Complete: An Iron Heart Part II, Visit: Olux"
Temple of Legends,TRUE,52,Region,Item,00 01 00 4c,"Troms Lake, Troms",,,52,"Complete: Corrupted Betrayal, Complete: Temple of the Legends, Complete: A Hunter's Calling, Visit: Temple of Legends"
Herb Cave,TRUE,52,Region,Item,00 01 00 94,"Jungle Entrance, Troms Lake",,,52,Visit: Herb Cave
Apprentice Huts,TRUE,52,Region,Item,00 01 00 ba,"Monte's Village, Iboju Village, Troms Lake",,,52,"Explore: Thunder Grub Nest, Complete: Corrupted Betrayal, Visit: Apprentice Huts"
Troms Lake,TRUE,52,Region,Item,00 01 00 bb,"Apprentice Huts, Temple of Legends, Troms, Herb Cave",,,52,"Explore: Trunk Garrison, Explore: Jungle Labyrinth, Complete: Undergrowth Ruins, Complete: Corrupted Betrayal, Visit: Troms Lake"
Monte's Village,TRUE,52,Region,Item,00 01 01 6c,"Jungle Entrance, Apprentice Huts",,,52,"Explore: Thunder Grub Nest, Explore: Jungle Horrors, Explore: Rotten Altar, Complete: Corrupted Betrayal, Complete: Grand Youth, Visit: Monte's Village"
Troms,TRUE,52,Region,Default,,"Troms Lake, Temple of Legends",,,52,"Complete: Corrupted Betrayal, Complete: The Passage, Complete: Out of my Mind, Complete: Lost Royalty, Complete: Grand Youth, Complete: WynnExcavation Site D, Complete: A Hunter's Calling, Visit: Troms"
Iboju Village,TRUE,52,Region,Default,,"Apprentice Huts, Fountain of Youth",,,52,"Explore: Carnadile Den, Explore: Jade Well, Explore: Jungle Fetish Camp, Complete: Corrupted Betrayal, Complete: Jungle Fever, Complete: The Passage, Complete: Lost in the Jungle, Complete: Lost Royalty, Complete: Temple of the Legends, Visit: Iboju Village"
Infested Sinkhole,TRUE,53,Region,Item,00 01 00 de,"Witching Road, Forgotten Burrows, Secluded Workshop, Naga Lake",,,53,"Complete: Death Whistle, Complete: The Worm Holes, Visit: Infested Sinkhole"
Forgotten Burrows,TRUE,53,Region,Item,00 01 00 df,"Maiden Tower, Infested Sinkhole, Shady Shack, Naga Lake, Path to the Grootslangs",,,53,"Complete: The Worm Holes, Visit: Forgotten Burrows"
Lizardman Lake,TRUE,53,Region,Item,00 01 00 e1,"Bloody Trail, Olux Lumberyard, Entrance to Olux, Olux, Fading Forest",,,53,"Explore: Maddening Mud, Complete: The Shadow of the Beast, Visit: Lizardman Lake"
Olux Lumberyard,TRUE,53,Region,Item,00 01 00 e2,"Lizardman Lake, Olux, Fading Forest",,,53,Visit: Olux Lumberyard
Naga Lake,TRUE,54,Region,Item,00 01 00 e8,"Forgotten Burrows, Secluded Workshop, Path to the Grootslangs, Infested Sinkhole",,,54,Visit: Naga Lake
Path to the Grootslangs,TRUE,54,Region,Item,00 01 00 e9,"Forgotten Burrows, Olux, Naga Lake",,,54,"Complete: The Worm Holes, Visit: Path to the Grootslangs"
Fading Forest,TRUE,54,Region,Item,00 01 01 07,"Olux Lumberyard, Lizardman Lake, Gelibord Watermill, Castle Dullahan, Overtaken Outpost",,,54,"Complete: Slay Wraiths & Phantasms, Complete: The Shadow of the Beast, Complete: Taproot, Visit: Fading Forest"
Skien's Island,TRUE,55,Region,Item,00 01 00 41,Selchar,,,55,"Explore: Skien's Prison Block, Complete: Reincarnation, Visit: Skien's Island"
Zhight Island,TRUE,55,Region,Item,00 01 00 4e,Selchar,,,55,"Complete: Zhight Island, Visit: Zhight Island"
Volcanic Excavation,TRUE,55,Region,Item,00 01 00 cd,"Volcanic Isles, Selchar",,,55,"Complete: WynnExcavation Site C, Visit: Volcanic Excavation"
Scorpion Nest,TRUE,58,Region,Item,00 01 00 e6,Secluded Workshop,,,58,Visit: Scorpion Nest
Secluded Workshop,TRUE,58,Region,Item,00 01 00 e7,"Infested Sinkhole, Scorpion Nest, Naga Lake",,,58,"Complete: An Iron Heart Part II, Complete: A Hunter's Calling, Visit: Secluded Workshop"
Fountain of Youth,TRUE,60,Region,Item,00 01 01 58,"Entamis Village, Delnar Manor, Iboju Village",,,60,"Explore: Subterranean Mine, Explore: Bird Sanctuary, Explore: Fallen Salient, Complete: WynnExcavation Site D, Visit: Fountain of Youth"
Pirate Town,TRUE,60,Region,Default,,Selchar,,,60,"Complete: Beneath the Depths, Complete: Redbeard's Booty, Visit: Pirate Town"
Lost Atoll,TRUE,61,Region,Item,00 01 00 9a,Selchar,,,61,"Complete: Galleon's Graveyard, Complete: Redbeard's Booty, Visit: Lost Atoll"
Overtaken Outpost,TRUE,61,Region,Item,00 01 01 08,"Fading Forest, Mangled Lake, Caritat Mansion, Bloody Trail",,,61,"Complete: Reclaiming the House, Visit: Overtaken Outpost"
Mangled Lake,TRUE,61,Region,Item,00 01 01 09,"Bloody Trail, Overtaken Outpost, Caritat Mansion, Orc Battlegrounds",,,61,"Explore: Fortress Catacombs, Explore: Earth Eaters, Complete: Reclaiming the House, Visit: Mangled Lake"
Entamis Village,TRUE,62,Region,Item,00 01 01 57,Fountain of Youth,,,62,"Explore: Temple Entrance, Explore: The Heartwood, Explore: Basalt Basin, Complete: Slay Idols, Complete: Lost in the Jungle, Complete: WynnExcavation Site D, Complete: Troubled Tribesmen, Visit: Entamis Village"
Fleris Trail,TRUE,63,Region,Item,00 01 00 98,Road to Light Forest,,,63,"Explore: Cultists Passage, Complete: From the Mountains, Visit: Fleris Trail"
Centerworld Fortress,TRUE,63,Region,Item,00 01 00 f1,"Entrance to Bucie, Road to Light Forest, Orc Battlegrounds",,,63,"Complete: All Roads To Peace, Visit: Centerworld Fortress"
Road to Light Forest,TRUE,63,Region,Item,00 01 00 f2,"Centerworld Fortress, Wood Sprite Hideaway, Fleris Trail",,,63,"Complete: From the Mountains, Visit: Road to Light Forest"
Orc Battlegrounds,TRUE,64,Region,Item,00 01 00 99,"Centerworld Fortress, Mangled Lake",,,64,"Explore: Earth Eaters, Explore: Ledant Hill, Complete: All Roads To Peace, Visit: Orc Battlegrounds"
Gelibord Watermill,TRUE,64,Region,Item,00 01 01 05,"Gelibord, Castle Dullahan, Twisted Housing, Fading Forest",,,64,"Complete: A Headless History, Complete: Lazarus Pit, Visit: Gelibord Watermill"
Castle Dullahan,TRUE,64,Region,Item,00 01 01 06,"Gelibord Watermill, Fading Forest",,,64,"Explore: Dullahan Gardens, Complete: A Headless History, Complete: Lazarus Pit, Visit: Castle Dullahan"
Gelibord,TRUE,64,Region,Default,,"Enchanted River, Gelibord Watermill, Twisted Housing, Entrance to Kander",,,64,"Explore: Elemental Hollow, Complete: Lazarus Pit, Complete: Forbidden Prison, Visit: Gelibord"
Twisted Housing,TRUE,66,Region,Item,00 01 00 5c,"Efilim, Enchanted River, Gelibord, Caritat Mansion, Gelibord Watermill",,,66,"Explore: Elemental Hollow, Visit: Twisted Housing"
Caritat Mansion,TRUE,66,Region,Item,00 01 01 0a,"Overtaken Outpost, Mangled Lake, Twisted Housing",,,66,"Complete: Memory Paranoia, Visit: Caritat Mansion"
Delnar Manor,TRUE,66,Region,Item,00 01 01 59,Fountain of Youth,,,66,"Complete: Lost Soles, Visit: Delnar Manor"
Maro Peaks,TRUE,68,Region,Item,00 01 00 4f,Selchar,,,68,"Complete: Temple of the Legends, Complete: Reincarnation, Visit: Maro Peaks"
Entrance to Kander,TRUE,69,Region,Item,00 01 00 5d,"Gelibord, Path to the Penitentiary, Faltach Manor, Path to Talor, Twisted Ridge",,,69,Visit: Entrance to Kander
Twisted Ridge,TRUE,69,Region,Item,00 01 00 95,"Path to the Penitentiary, Entrance to Kander, Lexdale Penitentiary",,,69,"Explore: Visceral Remant, Complete: Lazarus Pit, Visit: Twisted Ridge"
Guardian of the Forest,TRUE,69,Region,Item,00 01 00 f6,"Efilim Crossroads, Wood Sprite Hideaway, Unicorn Trail",,,69,"Explore: Nymph Towers, Complete: Finding the Light, Visit: Guardian of the Forest"
Wood Sprite Hideaway,TRUE,69,Region,Item,00 01 00 f7,"Guardian of the Forest, Path to Light's Secret, Dodegar's Forge, Road to Light Forest",,,69,"Complete: The Ultimate Weapon, Visit: Wood Sprite Hideaway"
Mantis Nest,TRUE,70,Region,Item,00 01 00 5a,"Aldorei Valley Outskirts, Myconid Descent, Mycelial Expanse, Chasm Overlook, Aldorei Springs",,,70,"Complete: Finding the Light, Visit: Mantis Nest"
Path to Cinfras,TRUE,70,Region,Item,00 01 00 5b,"The Forgery, Entrance to Cinfras, Mesquis Tower",,,70,"Explore: Recluse Nest, Visit: Path to Cinfras"
Lifeless Forest,TRUE,70,Region,Item,00 01 00 c9,"Disturbed Crypt, Derelict Mansion",,,70,"Complete: Haven Antiquity, Visit: Lifeless Forest"
Disturbed Crypt,TRUE,70,Region,Item,00 01 00 ca,"Lifeless Forest, Dreary Docks",,,70,"Complete: Haven Antiquity, Visit: Disturbed Crypt"
Derelict Mansion,TRUE,70,Region,Item,00 01 00 cb,"Lifeless Forest, Dreary Docks",,,70,"Complete: Haven Antiquity, Visit: Derelict Mansion"
Dreary Docks,TRUE,70,Region,Item,00 01 00 cc,"Disturbed Crypt, Derelict Mansion",,,70,"Complete: Slay Dead Villagers, Complete: Haven Antiquity, Visit: Dreary Docks"
Efilim Crossroads,TRUE,70,Region,Item,00 01 00 f3,"Efilim, Path to the Forgery, Guardian of the Forest",,,70,Visit: Efilim Crossroads
Minotaur Barbecue,TRUE,70,Region,Item,00 01 00 f4,"Efilim, Path to the Forgery",,,70,Visit: Minotaur Barbecue
Path to the Forgery,TRUE,70,Region,Item,00 01 00 f5,"Efilim Crossroads, Minotaur Barbecue, Unicorn Trail, The Forgery",,,70,Visit: Path to the Forgery
Myconid Descent,TRUE,70,Region,Item,00 01 00 fa,"Chasm Chokepoint, Mantis Nest",,,70,Visit: Myconid Descent
Chasm Chokepoint,TRUE,70,Region,Item,00 01 00 fb,"Myconid Descent, Chasm Overlook, Entrance to Cinfras",,,70,"Explore: Recluse Nest, Visit: Chasm Chokepoint"
Dodegar's Forge,TRUE,70,Region,Item,00 01 00 fd,"Wood Sprite Hideaway, Luxuriant Pond, Unicorn Trail, Mycelial Expanse",,,70,"Complete: Slay Myconids, Complete: The Ultimate Weapon, Visit: Dodegar's Forge"
Unicorn Trail,TRUE,70,Region,Item,00 01 00 fe,"Path to the Forgery, Guardian of the Forest, Dodegar's Forge, Collapsed Bridge",,,70,Visit: Unicorn Trail
The Forgery,TRUE,70,Region,Item,00 01 00 ff,"Path to the Forgery, Path to Cinfras",,,70,"Complete: Corrupted Decrepit Sewers, Complete: Corrupted Infested Pit, Complete: Corrupted Lost Sanctuary, Complete: Corrupted Underworld Crypt, Complete: Corrupted Sand-Swept Tomb, Complete: Corrupted Ice Barrows, Complete: Corrupted Undergrowth Ruins, Complete: Corrupted Galleon's Graveyard, Visit: The Forgery"
Collapsed Bridge,TRUE,70,Region,Item,00 01 01 00,"Unicorn Trail, Mycelial Expanse, Chasm Overlook",,,70,Visit: Collapsed Bridge
Mycelial Expanse,TRUE,70,Region,Item,00 01 01 01,"Dodegar's Forge, Collapsed Bridge, The Shiar, Mantis Nest",,,70,"Complete: The Ultimate Weapon, Visit: Mycelial Expanse"
Chasm Overlook,TRUE,70,Region,Item,00 01 01 03,"Chasm Chokepoint, Collapsed Bridge, Mantis Nest",,,70,"Explore: Recluse Nest, Visit: Chasm Overlook"
Enchanted River,TRUE,70,Region,Item,00 01 01 04,"Gelibord, Twisted Housing, Faltach Manor",,,70,Visit: Enchanted River
Entrance to Cinfras,TRUE,70,Region,Item,00 01 01 11,"Cinfras, Chasm Chokepoint, Path to Cinfras, Mesquis Tower",,,70,"Explore: Recluse Nest, Explore: Bovine Bedrock, Complete: Slay Weirds, Complete: Murder Mystery, Visit: Entrance to Cinfras"
Cinfras,TRUE,70,Region,Default,,"Entrance to Cinfras, Guild Hall, Cinfras Outskirts, Aldorei River",,,70,"Complete: Finding the Light, Complete: Murder Mystery, Complete: Fallen Delivery, Complete: The Hero of Gavel, Visit: Cinfras"
Efilim,TRUE,70,Region,Default,,"Efilim Crossroads, Minotaur Barbecue, Twisted Housing",,,70,"Complete: Shattered Minds, Visit: Efilim"
Path to Light's Secret,TRUE,71,Region,Item,00 01 00 f8,"Wood Sprite Hideaway, Luxuriant Pond, Heavenly Ingress",,,71,Visit: Path to Light's Secret
Aldorei Valley Outskirts,TRUE,71,Region,Item,00 01 00 f9,"The Shiar, Mantis Nest, Aldorei Springs",,,71,"Complete: Finding the Light, Visit: Aldorei Valley Outskirts"
Luxuriant Pond,TRUE,71,Region,Item,00 01 00 fc,"Path to Light's Secret, Dodegar's Forge, The Shiar",,,71,"Complete: The Ultimate Weapon, Visit: Luxuriant Pond"
The Shiar,TRUE,71,Region,Item,00 01 01 02,"Aldorei Valley Outskirts, Luxuriant Pond, Mycelial Expanse, Light Peninsula",,,71,"Complete: Finding the Light, Complete: The Ultimate Weapon, Visit: The Shiar"
Aldorei Valley,TRUE,71,Region,Item,00 01 01 1e,"Outer Aldorei Town, Aldorei Cliffside Waterfalls",,,71,"Explore: Shroom Sleeper Dugout, Complete: Aldorei's Secret Part I, Complete: Aldorei's Secret Part II, Visit: Aldorei Valley"
Aldorei River,TRUE,71,Region,Item,00 01 01 1f,"Felroc Fields, Cinfras",,,71,Visit: Aldorei River
Aldorei Cliffside Waterfalls,TRUE,71,Region,Item,00 01 01 20,"Big Mushroom Cave, Aldorei Valley, Felroc Fields",,,71,"Complete: Aldorei's Secret Part II, Visit: Aldorei Cliffside Waterfalls"
Felroc Fields,TRUE,71,Region,Item,00 01 01 68,"Cinfras's Small Farm, Aldorei River, Aldorei Cliffside Waterfalls",,,71,Visit: Felroc Fields
Mesquis Tower,TRUE,72,Region,Item,00 01 00 5e,"Path to Cinfras, Faltach Manor, Kander Mines, Entrance to Cinfras",,,72,"Explore: Mesquis Tower, Visit: Mesquis Tower"
Kander Mines,TRUE,72,Region,Item,00 01 00 5f,"Faltach Manor, Mesquis Tower, Path to Talor, Dark Forest Village",,,72,Visit: Kander Mines
Path to Talor,TRUE,72,Region,Item,00 01 00 60,"Entrance to Kander, Dark Forest Village, Talor Cemetery, Old Crossroads, Kander Mines, Viscera Pits",,,72,"Explore: Mystifying Stump, Visit: Path to Talor"
Dark Forest Village,TRUE,72,Region,Item,00 01 00 61,"Kander Mines, Path to Talor, Talor Cemetery, Cinfras Outskirts",,,72,"Complete: Hollow Serenity, Visit: Dark Forest Village"
Fungal Grove,TRUE,72,Region,Item,00 01 00 62,"Talor Cemetery, Old Crossroads, Decayed Basin, Weird Clearing, Cinfras Outskirts",,,72,"Explore: Weirding Ring, Visit: Fungal Grove"
Decayed Basin,TRUE,72,Region,Item,00 01 00 63,"Lexdale, Fungal Grove, Heart of Decay, Mushroom Hill",,,72,"Complete: Lexdale Witch Trials, Visit: Decayed Basin"
Heart of Decay,TRUE,72,Region,Item,00 01 00 64,"Lexdale, Decayed Basin, Mushroom Hill",,,72,"Complete: Lexdale Witch Trials, Visit: Heart of Decay"
Mushroom Hill,TRUE,72,Region,Item,00 01 00 65,"Decayed Basin, Heart of Decay, Weird Clearing, Jitak's Farm",,,72,"Explore: Kander Crypt, Explore: Bandit Groundbreaking, Complete: Hollow Serenity, Complete: Hunger of the Gerts Part I, Visit: Mushroom Hill"
Fallen Village,TRUE,72,Region,Item,00 01 00 66,"Weird Clearing, Gylia Research Cabin, Cinfras Outskirts",,,72,"Complete: Purple and Blue, Visit: Fallen Village"
Light Peninsula,TRUE,72,Region,Item,00 01 00 b0,The Shiar,,,72,"Explore: Weird Wilds, Visit: Light Peninsula"
Lexdale Penitentiary,TRUE,72,Region,Item,00 01 01 0b,"Path to the Penitentiary, Twisted Ridge",,,72,"Complete: Forbidden Prison, Visit: Lexdale Penitentiary"
Path to the Penitentiary,TRUE,72,Region,Item,00 01 01 0c,"Lexdale Penitentiary, Entrance to Kander, Viscera Pits, Twisted Ridge",,,72,Visit: Path to the Penitentiary
Faltach Manor,TRUE,72,Region,Item,00 01 01 0d,"Enchanted River, Entrance to Kander, Mesquis Tower, Kander Mines",,,72,"Complete: Hollow Serenity, Visit: Faltach Manor"
Viscera Pits,TRUE,72,Region,Item,00 01 01 0e,"Path to the Penitentiary, Path to Talor, Lexdale",,,72,"Explore: Flesh Mesh, Visit: Viscera Pits"
Talor Cemetery,TRUE,72,Region,Item,00 01 01 0f,"Path to Talor, Dark Forest Village, Old Crossroads, Fungal Grove, Cinfras Outskirts",,,72,"Explore: Mystifying Stump, Visit: Talor Cemetery"
Old Crossroads,TRUE,72,Region,Item,00 01 01 10,"Path to Talor, Talor Cemetery, Lexdale, Fungal Grove",,,72,"Explore: Mystifying Stump, Complete: Lexdale Witch Trials, Visit: Old Crossroads"
Weird Clearing,TRUE,72,Region,Item,00 01 01 12,"Fungal Grove, Mushroom Hill, Fallen Village, Gylia Lakehouse",,,72,"Complete: Purple and Blue, Visit: Weird Clearing"
Lexdale,TRUE,72,Region,Default,,"Viscera Pits, Old Crossroads, Decayed Basin, Heart of Decay",,,72,"Complete: Lexdale Witch Trials, Visit: Lexdale"
Cinfras's Small Farm,TRUE,73,Region,Item,00 01 00 68,"Big Mushroom Cave, Paper Trail, Silverbull Headquarters, Felroc Fields",,,73,"Explore: Raiders' Rockhill, Complete: Fallen Delivery, Visit: Cinfras's Small Farm"
Big Mushroom Cave,TRUE,73,Region,Item,00 01 01 13,"Cinfras's Small Farm, Aldorei Cliffside Waterfalls, Waterfall Cave",,,73,"Explore: Raiders' Rockhill, Complete: The Bigger Picture, Visit: Big Mushroom Cave"
Paper Trail,TRUE,73,Region,Item,00 01 01 14,"Cinfras's Small Farm, Silverbull Headquarters, Waterfall Cave",,,73,Visit: Paper Trail
Waterfall Cave,TRUE,73,Region,Item,00 01 01 21,"Big Mushroom Cave, Paper Trail, Pine Pillar Forest",,,73,"Explore: Raiders' Rockhill, Visit: Waterfall Cave"
Guild Hall,TRUE,74,Region,Item,00 01 00 67,Cinfras,,,74,"Explore: Root Slingers' Rut, Complete: Slay Felrocs, Complete: Acquiring Credentials, Complete: Flight in Distress, Complete: Fallen Delivery, Visit: Guild Hall"
Aldorei Springs,TRUE,74,Region,Item,00 01 01 1c,"Aldorei Valley Outskirts, Outer Aldorei Town, Mantis Nest",,,74,"Explore: Shock Shrine, Complete: Aldorei's Secret Part I, Visit: Aldorei Springs"
Outer Aldorei Town,TRUE,74,Region,Item,00 01 01 1d,"Aldorei Springs, Aldorei Valley",,,74,"Complete: Aldorei's Secret Part I, Complete: Aldorei's Secret Part II, Visit: Outer Aldorei Town"
Tower of Ascension,TRUE,75,Region,Item,00 01 00 47,Icy Descent,,,75,"Complete: Tower of Ascension, Visit: Tower of Ascension"
Gert Camp,TRUE,77,Region,Item,00 01 00 69,"Gylia Watchtower, Jitak's Farm",,,77,"Complete: Hunger of the Gerts Part I, Complete: Hunger of the Gerts Part II, Visit: Gert Camp"
Jitak's Farm,TRUE,77,Region,Item,00 01 00 6a,"Mushroom Hill, Gylia Lakehouse, Gert Camp",,,77,"Complete: Hunger of the Gerts Part I, Visit: Jitak's Farm"
Cosmic Fissures,TRUE,77,Region,Item,00 01 01 18,"Gylia Fisherman Camp, Gylia Research Cabin, Gylia Watchtower, Thanos",,,77,"Complete: Purple and Blue, Visit: Cosmic Fissures"
Gylia Research Cabin,TRUE,77,Region,Item,00 01 01 19,"Fallen Village, Cosmic Fissures, Gylia Lakehouse",,,77,"Complete: Purple and Blue, Visit: Gylia Research Cabin"
Gylia Lakehouse,TRUE,77,Region,Item,00 01 01 1a,"Weird Clearing, Gylia Research Cabin, Gylia Watchtower, Jitak's Farm",,,77,"Complete: Purple and Blue, Visit: Gylia Lakehouse"
Gylia Watchtower,TRUE,77,Region,Item,00 01 01 1b,"Cosmic Fissures, Gylia Lakehouse, Kitrios Barracks, Gert Camp",,,77,"Complete: Hunger of the Gerts Part I, Complete: Hunger of the Gerts Part II, Visit: Gylia Watchtower"
Burning Farm,TRUE,79,Region,Item,00 01 00 6b,"Evergreen Outbreak, Burning Airship",,,79,"Complete: Fallen Delivery, Visit: Burning Farm"
Burning Airship,TRUE,79,Region,Item,00 01 00 6c,"Burning Farm, Secluded Ponds, Bandit Cave",,,79,"Complete: Fallen Delivery, Visit: Burning Airship"
Heavenly Ingress,TRUE,79,Region,Item,00 01 00 aa,"Field of Life, Path to Light's Secret",Complete: Finding the Light,,79,"Complete: The Realm of Light, Visit: Heavenly Ingress"
Luminous Plateau,TRUE,79,Region,Item,00 01 00 ab,Field of Life,,,79,"Complete: The Realm of Light, Visit: Luminous Plateau"
Primal Fen,TRUE,79,Region,Item,00 01 00 ac,Field of Life,,,79,"Complete: The Realm of Light, Visit: Primal Fen"
Azure Frontier,TRUE,79,Region,Item,00 01 00 ad,"Field of Life, Path to Light, Otherworldly Monolith, Nexus of Light",,,79,"Explore: Tree of Light, Explore: Cave of the Seasons, Complete: The Realm of Light, Visit: Azure Frontier"
Path to Light,TRUE,79,Region,Item,00 01 00 ae,"Azure Frontier, Otherworldly Monolith",,,79,"Complete: The Realm of Light, Visit: Path to Light"
Nexus of Light,TRUE,79,Region,Item,00 01 00 af,Azure Frontier,,,79,"Complete: The Realm of Light, Visit: Nexus of Light"
Field of Life,TRUE,79,Region,Item,00 01 00 b1,"Luminous Plateau, Heavenly Ingress, Primal Fen, Azure Frontier",,,79,"Explore: Cave of the Seasons, Visit: Field of Life"
Silverbull Headquarters,TRUE,79,Region,Item,00 01 01 15,"Paper Trail, Celestial Impact, Cinfras's Small Farm",,,79,"Complete: Fallen Delivery, Visit: Silverbull Headquarters"
Celestial Impact,TRUE,79,Region,Item,00 01 01 16,"Silverbull Headquarters, Gylia Fisherman Camp, Secluded Ponds",,,79,Visit: Celestial Impact
Gylia Fisherman Camp,TRUE,79,Region,Item,00 01 01 17,"Celestial Impact, Cosmic Fissures, Path to Thanos",,,79,Visit: Gylia Fisherman Camp
Pine Pillar Forest,TRUE,79,Region,Item,00 01 01 23,"Waterfall Cave, Timeworn Arch, Evergreen Outbreak",,,79,Visit: Pine Pillar Forest
Evergreen Outbreak,TRUE,79,Region,Item,00 01 01 24,"Pine Pillar Forest, Burning Farm",,,79,Visit: Evergreen Outbreak
Silent Road,FALSE,,Region,Item,00 01 00 45,"Mine Base Plains, Broken Road",,,100,"Complete: A Journey Beyond, Visit: Silent Road"
Thanos Exit,FALSE,,Region,Item,00 01 00 6d,"Illuminant Path, Thanos Underpass",,,97,"Complete: The Breaking Point, Visit: Thanos Exit"
Canyon Dropoff,FALSE,,Region,Item,00 01 00 6e,"Rocky Bend, Featherfall Cliffs",,,85,"Complete: The Lost, Visit: Canyon Dropoff"
Krolton's Cave,FALSE,,Region,Item,00 01 00 6f,"Harpy's Haunt North, Wizard Tower, Bantisu Approach, Hobgoblin's Hoard",,,84,"Complete: The Canyon Guides, Complete: Beyond the Grave, Visit: Krolton's Cave"
Canyon High Path,FALSE,,Region,Item,00 01 00 70,"Illuminant Path, Path to the Dojo, Wanderer's Way",,,85,"Explore: Deserter's Camp, Explore: Watery Waterfall, Visit: Canyon High Path"
